Building,Schedules,Usage Level,Orientation,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC Secondary Heating Type And Fuel,HVAC Secondary Heating Efficiency,HVAC System Is Faulted,Dehumidifier,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Load Diversity,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,ASHRAE IECC Climate Zone 2004,County and PUMA,CEC Climate Zone,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,State,Location Region,Census Division,Census Division RECS,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Foundation Type,Corridor,Vacancy Status,Tenure,Income,Income RECS2015,Income RECS2020,Neighbors,Radiant Barrier,Roof Material,Insulation Slab,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Windows,Water Heater In Unit,Water Heater Fuel,Water Heater Efficiency,HVAC Heating Type,HVAC Cooling Type,HVAC Has Shared System,HVAC Shared Efficiencies,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Cooling Efficiency,HVAC System Single Speed AC Airflow,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Charge,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Heating Setpoint Offset Period,Cooling Setpoint Offset Period,Ceiling Fan,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Plug Loads,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,HVAC Has Ducts,Ducts,Has PV,PV System Size,PV Orientation,PUMA Metro Status,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Type Height,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Stories Low Rise,Geometry Attic Type,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,Geometry Garage,Bedrooms,Occupants,Federal Poverty Level,Window Areas,Insulation Ceiling,Insulation Roof,Insulation Wall,HVAC Cooling Partial Space Conditioning,Infiltration,REEDS Balancing Area,Generation And Emissions Assessment Region,City
384,Stochastic,Medium,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour14,Hour17,5A,"G2500130, G25001901",None,"MA, Hampden County",Non-CBSA New England,5A,MA,CR03,New England,New England,Northeast,NEISO,Cold,"MA, 01901",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Premium,Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,60F,75F,No,No,0F,0F,None,None,None,"EF 19.9, 100% Usage","Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% Incandescent,99%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",750-999,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Vinyl, Light",None,2,2,400%+,F18 B18 L18 R18,R-13,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,15 ACH50,131,NEWEc,In another census Place
385,Stochastic,Medium,Southeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour19,Hour17,5B,"G0400170, G04000300",None,"AZ, Navajo County",Non-CBSA Mountain,5B,AZ,CR10,Mountain,Mountain South,West,None,Cold,"AZ, 00300",Single-Family Detached,1980s,1980-99,Single-Family Detached,Other Fuel,None,None,Heated Basement,Not Applicable,Occupied,Owner,<10000,<20000,<20000,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,Other,No,None,"AC, SEER 10",None,None,None,None,70F,70F,Yes,No,3F,0F,Day and Night -5h,None,None,"EF 17.6, 100% Usage","Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,84%,EF 15.9,None,None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,Not/partially in metro area,1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Stucco, Light",2 Car,3,1,0-100%,F12 B12 L12 R12,R-19,"Unfinished, Uninsulated","Wood Stud, R-11",60% Conditioned,15 ACH50,28,AZNMc,In another census Place
386,Stochastic,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour17,Hour7,3A,"G3701190, G37003107",None,"NC, Mecklenburg County",Non-CBSA South Atlantic,3A,NC,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"NC, 03107",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,100000-119999,100000-119999,100000-149999,Left/Right at 15ft,No,Composition Shingles,None,Ceiling R-19,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,68F,68F,No,Yes,0F,5F,None,Night Setup -3h,None,"EF 10.5, 100% Usage",None,None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"10% Leakage, R-6",No,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Stucco, Light",None,3,4,300-400%,F9 B9 L9 R9,R-30,"Unfinished, Uninsulated","Wood Stud, R-15",100% Conditioned,15 ACH50,97,SRVCc,"NC, Charlotte"
387,Stochastic,High,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour14,2A,"G1200990, G12009906",None,"FL, Palm Beach County","CBSA Miami-Fort Lauderdale-West Palm Beach, FL","2A - FL, GA, AL, MS",FL,CR09,South Atlantic,South Atlantic,South,None,Hot-Humid,"FL, 09906",Single-Family Detached,1990s,1980-99,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,"2ft R5 Perimeter, Vertical",None,None,None,"Single, Clear, Metal",Yes,Electricity,Electric Standard,Non-Ducted Heating,Central AC,None,None,"Electric Baseboard, 100% Efficiency",Yes,Electricity Baseboard,"AC, SEER 13",None,None,None,None,75F,78F,Yes,No,12F,0F,Night -4h,None,Standard Efficiency,"EF 10.5, 100% Usage","Gas, 120% Usage","290 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Electric, 120% Usage",100% Incandescent,106%,None,None,None,None,None,None,Yes,"20% Leakage, R-4",No,None,None,"In metro area, not/partially in principal city",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Concrete,"Stucco, Light",2 Car,3,6,200-300%,F30 B30 L30 R30,R-38,"Unfinished, Uninsulated","CMU, 6-in Hollow, R-11",100% Conditioned,15 ACH50,102,FRCCc,Not in a census Place
388,Stochastic,Medium,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour14,Hour17,3A,"G4701570, G47003207",None,"TN, Shelby County",Non-CBSA East South Central,3A,TN,CR08,East South Central,East South Central,South,None,Mixed-Humid,"TN, 03207",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,68F,75F,No,No,0F,0F,None,None,None,"EF 19.9, 100% Usage","Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,110%,None,None,None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",2500-2999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",2 Car,3,2,400%+,F12 B12 L12 R12,R-19,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,20 ACH50,92,SRTVc,"TN, Memphis"
389,Stochastic,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour22,Hour18,5A,"G3600270, G36002802",None,"NY, Dutchess County","CBSA New York-Newark-Jersey City, NY-NJ-PA",5A,NY,CR07,Middle Atlantic,Middle Atlantic,Northeast,NYISO,Cold,"NY, 02802",Single-Family Detached,1960s,1960-79,Single-Family Detached,Fuel Oil,None,None,Slab,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Slate,Uninsulated,None,None,None,"Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Fuel Oil Fuel Furnace,"AC, SEER 13",None,None,None,None,72F,78F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,101%,EF 17.6,None,None,Has Pool,None,1.0 HP Pump,Yes,"10% Leakage, R-4",No,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,4,2,400%+,F9 B9 L9 R9,R-19,"Unfinished, Uninsulated","Wood Stud, Uninsulated",60% Conditioned,20 ACH50,127,NYSTc,In another census Place
390,Stochastic,Low,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour0,Hour14,3A,"G4500770, G45000101",None,"SC, Pickens County",Non-CBSA South Atlantic,3A,SC,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"SC, 00101",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Unvented Crawlspace,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Metal, Air",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,"AC, SEER 15",None,None,None,None,68F,70F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Propane, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,106%,None,None,None,Has Pool,None,1.0 HP Pump,Yes,"30% Leakage, R-6",No,None,None,Not/partially in metro area,1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",2 Car,3,2,400%+,F9 B9 L9 R9,R-30,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,10 ACH50,95,SRVCc,Not in a census Place
391,Stochastic,High,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour17,4A,"G3701830, G37001207",None,"NC, Wake County",Non-CBSA South Atlantic,4A,NC,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"NC, 01207",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Wood Shingles,None,Ceiling R-13,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,70F,67F,No,Yes,0F,5F,None,Day Setup and Night Setback,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Finished Attic or Cathedral Ceilings,<8,Wood Frame,"Vinyl, Light",2 Car,3,3,400%+,F15 B15 L15 R15,None,"Finished, R-19","Wood Stud, R-11",100% Conditioned,15 ACH50,98,SRVCc,"NC, Cary"
392,Stochastic,Low,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour11,2A,"G1200210, G12002103",None,"FL, Collier County",Non-CBSA South Atlantic,"2A - FL, GA, AL, MS",FL,CR09,South Atlantic,South Atlantic,South,None,Hot-Humid,"FL, 02103",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,"Asphalt Shingles, Medium","2ft R5 Perimeter, Vertical",None,None,None,"Double, Clear, Metal, Air",Yes,Electricity,Electric Standard,Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,68F,76F,Yes,Yes,6F,2F,Night +4h,Day Setup +3h,Standard Efficiency,"EF 19.9, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"20% Leakage, R-8",No,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Concrete,"Brick, Medium/Dark",2 Car,3,2,400%+,F9 B9 L9 R9,R-30,"Unfinished, Uninsulated","CMU, 6-in Hollow, R-11",100% Conditioned,10 ACH50,101,FRCCc,Not in a census Place
393,Stochastic,High,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",None,Hour1,Hour14,5A,"G3900490, G39004108",None,"OH, Franklin County",Non-CBSA East North Central,5A,OH,CR04,East North Central,East North Central,Midwest,PJM,Cold,"OH, 04108",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal, Exterior Clear Storm",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Central AC,None,None,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,"AC, SEER 15",None,None,None,None,70F,76F,No,No,0F,0F,None,None,None,"EF 15.9, 100% Usage","Gas, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% LED,85%,EF 17.6,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Vinyl, Light",None,3,1,400%+,F6 B6 L6 R6,R-19,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,15 ACH50,112,RFCWc,"OH, Columbus"
394,Stochastic,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour6,5A,"G1701430, G17001701",None,"IL, Peoria County",Non-CBSA East North Central,5A,IL,CR04,East North Central,East North Central,Midwest,MISO,Cold,"IL, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Room AC,None,None,"Fuel Wall/Floor Furnace, 68% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"Room AC, EER 12.0",None,None,None,None,68F,78F,No,Yes,0F,2F,None,Night Setup -3h,None,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,85%,EF 17.6,"EF 12, National Average",None,None,None,None,No,None,No,None,None,"In metro area, not/partially in principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,4,4,300-400%,F9 B9 L9 R9,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",60% Conditioned,15 ACH50,82,SRMWc,"IL, Peoria"
395,Stochastic,Low,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour23,Hour13,4A,"G5400390, G54001000",None,"WV, Kanawha County",Non-CBSA South Atlantic,4A,WV,CR08,South Atlantic,South Atlantic,South,PJM,Mixed-Humid,"WV, 01000",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Slab,Not Applicable,Occupied,Owner,50000-59999,40000-59999,40000-59999,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,68F,70F,No,No,0F,0F,None,None,Standard Efficiency,"EF 6.7, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,106%,EF 17.6,"EF 12, National Average",None,Has Pool,None,1.0 HP Pump,Yes,"10% Leakage, R-4",No,None,None,"In metro area, not/partially in principal city",750-999,0-1499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",None,4,1,400%+,F12 B12 L12 R12,R-30,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,15 ACH50,117,RFCWc,In another census Place
396,Stochastic,Low,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour20,Hour16,3A,"G4804390, G48002509",None,"TX, Tarrant County","CBSA Dallas-Fort Worth-Arlington, TX",3A,TX,CR09,West South Central,West South Central,South,ERCOT,Hot-Humid,"TX, 02509",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,68F,70F,Yes,Yes,12F,2F,Night -5h,Night Setup +4h,Standard Efficiency,"EF 19.9, 100% Usage","Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% Incandescent,113%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Brick,None,1 Car,2,3,400%+,F9 B9 L9 R9,R-30,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",100% Conditioned,15 ACH50,63,ERCTc,"TX, Fort Worth"
397,Stochastic,Low,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour14,Hour16,6A,"G2700370, G27001503",None,"MN, Dakota County",Non-CBSA West North Central,6A,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01503",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Metal",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,68F,75F,Yes,Yes,3F,5F,Day and Night +5h,Day Setup -3h,Standard Efficiency,"EF 10.5, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,95%,EF 15.9,"EF 12, National Average",None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,"In metro area, not/partially in principal city",3000-3999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,5,2,400%+,F18 B18 L18 R18,R-49,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,15 ACH50,43,MROWc,"MN, Burnsville"
398,Stochastic,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour13,6A,"G5500790, G55041002",None,"WI, Milwaukee County",Non-CBSA East North Central,6A,WI,CR02,East North Central,East North Central,Midwest,MISO,Cold,"WI, 41002",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,65F,72F,Yes,Yes,3F,2F,Night -3h,Day Setup +5h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% CFL,85%,None,None,None,None,None,None,Yes,"10% Leakage, Uninsulated",No,None,None,"In metro area, principal city",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",None,2,2,400%+,F6 B6 L6 R6,R-49,"Unfinished, Uninsulated","Wood Stud, Uninsulated",60% Conditioned,20 ACH50,79,RFCWc,"WI, Milwaukee"
399,Stochastic,Low,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour8,2A,"G4804530, G48005306",None,"TX, Travis County",Non-CBSA West South Central,"2A - TX, LA",TX,CR09,West South Central,West South Central,South,ERCOT,Hot-Humid,"TX, 05306",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Slab,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,76F,80F,Yes,Yes,12F,2F,Night -2h,Night Setup -5h,Standard Efficiency,"EF 15.9, 100% Usage","Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,113%,EF 15.9,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, R-4",No,None,None,"In metro area, principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Vinyl, Light",1 Car,4,2,400%+,F18 B18 L18 R18,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,25 ACH50,64,ERCTc,"TX, Austin"
